"","ID","Age","Height","Weight","Year","cluster"
"103108",52165,17,173,61,1976,3
"103109",52165,21,173,61,1980,2
"103116",52167,29,186,90,2014,1
"103118",52167,29,186,90,2014,1
"103167",52195,20,181,78,1992,3
"103206",52216,25,165,59,2006,2
"103336",52288,28,180,73.953388285543,1968,3
"103438",52335,30,164,52,2014,2
"103532",52384,23,170,70,1972,3
"103549",52392,21,170,78,2010,3
"103550",52392,25,170,78,2014,3
"103574",52402,48,175.539605950945,73.953388285543,1924,4
"103582",52408,28,173,64,2006,4
"103614",52422,25,170,56,1992,2
"103761",52497,27,166,62,1992,2
"103850",52545,29,165,57,2002,2
"103854",52545,33,165,57,2006,4
"103855",52545,33,165,57,2006,4
"103979",52617,23,175,64,1992,3
"103982",52617,25,175,64,1994,3
"103986",52617,29,175,64,1998,4
"104013",52629,28,175.539605950945,73.953388285543,1948,4
"104037",52643,30,174,70,1968,4
"104098",52668,28,172,57,2014,2
"104129",52683,22,145,44,1992,2
"104336",52790,25,176,83,1964,3
"104398",52825,24,180,74,2002,3
"104459",52861,21,159,48,1984,2
"104473",52871,22,173,70,2014,3
"104517",52892,24,177,85,1988,3
"104537",52905,23,175.539605950945,73.953388285543,1936,3
"104554",52916,29,175,80,2002,4
"104759",53023,22,175,73,2006,3
"104915",53105,19,175.539605950945,73.953388285543,1960,3
"104968",53130,23,175.539605950945,73.953388285543,1924,3
"105011",53154,52,175.539605950945,73.953388285543,1924,4
"105041",53171,23,179,70,1984,3
"105055",53178,20,168,64,2006,2
"105066",53186,28,180,81,2014,1
"105113",53205,24,173,59,2010,2
"105327",53287,23,175.539605950945,73.953388285543,1932,3
"105339",53293,25,175.539605950945,73.953388285543,1932,3
"105340",53293,25,175.539605950945,73.953388285543,1932,3
"105393",53313,25,178,89,1992,1
"105420",53325,25,189,102,1998,1
"105422",53325,33,189,102,2006,1
"105466",53350,20,176,59,1984,3
"105467",53350,20,176,59,1984,3
"105470",53350,24,176,59,1988,3
"105545",53383,22,185,66,1994,3
"105548",53383,26,185,66,1998,3
"105554",53388,23,200,113,1998,1
"105596",53408,41,174,73,1924,4
"105599",53409,39,165,58,1924,4
"105623",53420,23,185,74,2010,3
"105668",53443,28,173,65.5,1936,4
"105944",53592,31,180,83,1992,1
"106128",53688,23,185,86,2010,1
"106277",53763,28,183,88,1994,1
"106331",53794,24,185,83,2010,1
"106334",53794,28,185,83,2014,1
"106335",53794,28,185,83,2014,1
"106407",53831,18,172,67,2002,3
"106408",53831,22,172,67,2006,3
"106603",53912,29,175.539605950945,73.953388285543,1948,4
"106684",53953,22,187,91,1988,1
"106910",54041,32,174,68,2014,4
"106991",54079,24,182,73,2010,3
"106992",54079,24,182,73,2010,3
"107013",54087,27,185,75,2010,1
"107037",54102,25,188,83,2010,1
"107336",54235,29,175,86,1992,1
"107405",54272,19,175.539605950945,73.953388285543,1956,3
"107406",54272,23,175.539605950945,73.953388285543,1960,3
"107418",54276,22,175.539605950945,73.953388285543,1956,3
"107428",54285,44,173,59,2006,4
"107440",54296,22,175,70,2014,3
"107519",54345,19,175,66,1980,3
"107769",54475,22,170,63,2006,2
"107782",54483,18,163,54,1994,2
"107783",54483,18,163,54,1994,2
"107784",54483,22,163,54,1998,2
"107785",54483,22,163,54,1998,2
"107786",54483,22,163,54,1998,2
"108056",54634,23,162,57,1980,2
"108059",54634,27,162,57,1984,2
"108062",54634,27,162,57,1984,2
"108093",54647,26,177,72,1956,3
"108094",54647,26,177,72,1956,3
"108095",54647,26,177,72,1956,3
"108096",54647,26,177,72,1956,3
"108097",54647,31,177,72,1960,4
"108098",54647,31,177,72,1960,4
"108101",54647,34,177,72,1964,4
"108103",54647,34,177,72,1964,4
"108104",54647,34,177,72,1964,4
"108223",54700,31,186,80,1998,1
"108224",54700,31,186,80,1998,1
"108246",54713,23,176,73.953388285543,1924,3
"108254",54716,21,176,63,1992,3
"108355",54771,22,175,70,2014,3
"108553",54892,17,164,56,2006,2
"108554",54892,17,164,56,2006,2
"108555",54892,17,164,56,2006,2
"108616",54928,24,170,78,1964,3
"108617",54928,28,170,78,1968,4
"108677",54967,27,167,53,2014,2
"108870",55050,20,175.539605950945,73.953388285543,1948,3
"108871",55050,20,175.539605950945,73.953388285543,1948,3
"108872",55050,24,175.539605950945,73.953388285543,1952,3
"108911",55072,22,183,85,1956,1
"108914",55072,26,183,85,1960,1
"108915",55072,26,183,85,1960,1
"108916",55072,30,183,85,1964,1
"108917",55072,30,183,85,1964,1
"108971",55096,24,175.539605950945,73.953388285543,1952,3
"109107",55173,24,175.539605950945,73.953388285543,1952,3
"109125",55188,22,175.539605950945,73.953388285543,1952,3
"109135",55194,27,175.539605950945,73.953388285543,1928,3
"109142",55199,30,175.539605950945,73.953388285543,1928,4
"109168",55205,23,175.539605950945,73.953388285543,1956,3
"109170",55205,27,175.539605950945,73.953388285543,1960,3
"109201",55221,22,188,87,1964,1
"109208",55226,23,180,86,2014,3
"109226",55234,21,178,83,1988,3
"109228",55235,23,175.539605950945,73.953388285543,1928,3
"109231",55237,25,180,70,1964,3
"109259",55249,26,189,88,1994,1
"109265",55254,31,175.539605950945,73.953388285543,1952,4
"109290",55266,20,188,81,1952,3
"109293",55266,32,188,81,1964,1
"109317",55279,24,182,81,1992,3
"109347",55285,21,162,73.953388285543,2010,2
"109348",55285,25,162,73.953388285543,2014,2
"109349",55285,25,162,73.953388285543,2014,2
"109395",55307,22,175.539605950945,73.953388285543,1988,3
"109396",55307,22,175.539605950945,73.953388285543,1988,3
"109450",55336,23,175,77,1984,3
"109522",55369,21,193,107,2010,1
"109543",55382,22,178,79,1994,3
"109553",55389,23,183,100,2010,1
"109629",55427,22,175,73,1980,3
"109653",55440,24,183,82,1960,1
"109812",55521,26,177,81,1968,3
"109816",55524,20,170,67,2010,3
"109817",55524,24,170,67,2014,2
"109892",55559,22,181,86,2006,3
"109893",55559,30,181,86,2014,1
"109896",55561,27,187,91,2006,1
"109897",55561,31,187,91,2010,1
"109898",55561,35,187,91,2014,1
"110114",55680,39,173,63,2014,4
"110115",55681,33,161,61,2014,2
"110203",55720,32,180,89,2002,1
"110361",55809,28,178,79,2014,3
"110362",55809,28,178,79,2014,3
"110365",55812,24,165,73.953388285543,1928,2
"110402",55827,21,184,89,1994,1
"110405",55827,33,184,89,2006,1
"110406",55828,19,191,92,1994,1
"110408",55828,31,191,92,2006,1
"110421",55833,28,178,68,1998,4
"110450",55848,19,181,82,1980,3
"110451",55848,33,181,82,1994,4
"110547",55898,24,176,75,1964,3
"110548",55898,28,176,75,1968,4
"110620",55940,35,175.539605950945,73.953388285543,1952,4
"110631",55946,34,180,86,2002,4
"110634",55949,26,173,80,1992,3
"110635",55949,28,173,80,1994,4
"110662",55965,19,159,73,1964,2
"110668",55971,15,159,57,1964,2
"110697",55991,23,162,56,2010,2
"110809",56050,25,188,96,2002,1
"110974",56153,22,175,73,2014,3
"110982",56157,18,165,50,2002,2
"111127",56224,23,184,88,1994,1
"111136",56230,28,175.539605950945,73.953388285543,1924,4
"111155",56238,24,175.539605950945,73.953388285543,1924,3
"111157",56239,25,175.539605950945,73.953388285543,1924,3
"111160",56241,22,170,64,1984,2
"111244",56285,24,182,87,1992,1
"111270",56297,21,175.539605950945,73.953388285543,1980,3
"111501",56420,26,180,64,2002,3
"111551",56452,30,176,85,1994,4
"111631",56503,32,184,84,2006,1
"111634",56505,27,185,97,2006,1
"111642",56508,25,164,65,1956,2
"111758",56579,25,188,79,1984,1
"111759",56580,26,181,86,1992,1
"111864",56636,21,180,74,1972,3
"111865",56636,25,180,74,1976,3
"111989",56713,26,175.539605950945,73.953388285543,1928,3
"112052",56747,25,184,88,1976,1
"112056",56748,34,169,59.5,1972,4
"112057",56748,34,169,59.5,1972,4
"112058",56748,34,169,59.5,1972,4
"112061",56748,38,169,59.5,1976,4
"112252",56852,28,170,61,1968,2
"112257",56852,32,170,61,1972,4
"112263",56854,23,169,67,1972,2
"112270",56856,27,166,72,1994,2
"112372",56898,22,162,60,2010,2
"112376",56898,22,162,60,2010,2
"112377",56898,26,162,60,2014,2
"112379",56898,26,162,60,2014,2
"112380",56898,26,162,60,2014,2
"112383",56901,27,164,65,1956,2
"112643",57061,21,188,88,1988,1
"112644",57061,31,188,88,1998,1
"112695",57091,23,175.539605950945,73.953388285543,1936,3
"112868",57183,21,180,82,2010,3
"113012",57254,24,174,76.5,1964,3
"113013",57254,24,174,76.5,1964,3
"113126",57313,27,177,80,2006,3
"113127",57313,31,177,80,2010,4
"113128",57314,20,177,80,1994,3
"113129",57314,24,177,80,1998,3
"113268",57371,46,188,92,1956,4
"113274",57376,22,180,88,1976,3
"113662",57574,19,178,78,1994,3
"113663",57574,27,178,78,2002,3
"113665",57576,23,183,73,1980,3
"113666",57576,27,183,73,1984,3
"113679",57585,24,186,90,2010,1
"113681",57585,28,186,90,2014,1
"113689",57590,26,175.539605950945,73.953388285543,1928,3
"113755",57623,23,181,79,2014,3
"113786",57642,27,178,80,1988,3
"113795",57646,30,175.539605950945,73.953388285543,1948,4
"113832",57663,28,190,80,1992,1
"113833",57663,28,190,80,1992,1
"113944",57712,29,173,66,1980,4
"113951",57715,30,175.539605950945,73.953388285543,1960,4
"113960",57722,28,164,59.5,1936,2
"113977",57732,30,180,82,1998,1
"114000",57744,28,175,65,2014,4
"114044",57769,19,166,69,2010,2
"114046",57770,26,176,70,1984,3
"114048",57770,26,176,70,1984,3
"114049",57770,26,176,70,1984,3
"114110",57803,21,176,60,1994,3
"114121",57803,41,176,60,2014,4
"114122",57803,41,176,60,2014,4
"114158",57817,20,180,84,1980,3
"114159",57817,24,180,84,1984,3
"114160",57817,28,180,84,1988,1
"114165",57818,28,170,66,1972,4
"114246",57857,20,185,77,1984,3
"114298",57884,21,175.539605950945,73.953388285543,1936,3
"114301",57887,19,180,96,1992,1
"114302",57887,25,180,96,1998,1
"114303",57887,29,180,96,2002,1
"114350",57907,19,165,61,2002,2
"114351",57907,23,165,61,2006,2
"114386",57923,25,178,78,1992,3
"114493",57984,25,165,65,2010,2
"114599",58024,22,180,73.953388285543,2014,3
"114600",58024,22,180,73.953388285543,2014,3
"114751",58110,26,173,68,2006,3
"114847",58166,24,173,64,1992,3
"114909",58202,22,171,75,1992,3
"115023",58265,22,158,48,1998,2
"115129",58326,23,168,69,2010,2
"115130",58326,27,168,69,2014,2
"115275",58412,28,176,80,1976,3
"115340",58450,26,185,88,2010,1
"115341",58450,30,185,88,2014,1
"115382",58464,21,175.539605950945,73.953388285543,1948,3
"115460",58494,23,170,71,1998,3
"115461",58494,27,170,71,2002,3
"115462",58494,31,170,71,2006,4
"115463",58494,35,170,71,2010,4
"115494",58506,23,183,78,1968,3
"115495",58506,27,183,78,1972,1
"115499",58509,23,169,66,1968,2
"115715",58622,20,180,71,1988,3
"115786",58659,22,180,68,1988,3
"115787",58659,22,180,68,1988,3
"115790",58659,28,180,68,1994,4
"115817",58667,41,175.539605950945,73.953388285543,1952,4
"115937",58715,22,175,86,2002,3
"115938",58715,26,175,86,2006,3
"115957",58721,20,175.539605950945,73.953388285543,1952,3
"115961",58723,28,188,84,2010,1
"115969",58728,24,175.539605950945,73.953388285543,1952,3
"116023",58760,22,178,77,2014,3
"116049",58775,21,172,79,2006,3
"116145",58818,19,164,50,1976,2
"116180",58829,33,180,88,2006,1
"116241",58858,22,162,52,1992,2
"116242",58858,24,162,52,1994,2
"116390",58900,28,168,61,2006,2
"116401",58906,23,177,87.5,1988,3
"116402",58906,29,177,87.5,1994,1
"116422",58914,25,188,92,2010,1
"116429",58919,22,165,64,2014,2
"116432",58922,22,183,92,2010,1
"116465",58940,22,180,79,1998,3
"116560",58978,33,168,60,1972,4
"116561",58978,33,168,60,1972,4
"116562",58978,33,168,60,1972,4
"116635",59012,29,186,88,2002,1
"116918",59194,24,178,82,1988,3
"116950",59208,24,173,79,1972,3
"116951",59208,28,173,79,1976,4
"116952",59208,32,173,79,1980,4
"117046",59268,25,170,61,2010,2
"117127",59312,28,182,90,1984,1
"117128",59312,28,182,90,1984,1
"117137",59318,23,175.539605950945,73.953388285543,1956,3
"117155",59328,27,185,86,1992,1
"117232",59368,22,176,80,1984,3
"117233",59368,26,176,80,1988,3
"117234",59368,30,176,80,1992,4
"117510",59471,29,162,53,2010,2
"117703",59567,20,174,75,1964,3
"117714",59572,19,187,84,1992,3
"117781",59602,23,164,62,1988,2
"117812",59616,25,175.539605950945,73.953388285543,1988,3
"117874",59644,20,180,81,1976,3
"117916",59664,24,185,90,1988,1
"117928",59670,30,186,84,2006,1
"117993",59701,21,167,79,2002,3
"118014",59711,25,178,75,2010,3
"118015",59711,25,178,75,2010,3
"118027",59717,22,173,73.953388285543,1928,3
"118029",59717,26,173,73.953388285543,1932,3
"118050",59727,16,168,51,1960,2
"118051",59727,20,168,51,1964,2
"118088",59745,24,178,75,1968,3
"118089",59745,24,178,75,1968,3
"118090",59745,24,178,75,1968,3
"118093",59747,25,175.539605950945,73.953388285543,1952,3
"118097",59750,18,178,71,1936,3
"118110",59758,18,168,53,2014,2
"118182",59799,21,172,62,2014,2
"118316",59850,17,172,67,1998,3
"118317",59850,17,172,67,1998,3
"118361",59876,24,172,63,1992,2
"118362",59876,24,172,63,1992,2
"118364",59876,26,172,63,1994,2
"118969",60228,19,174,60,2010,3
"119024",60248,17,165,54,1994,2
"119025",60248,17,165,54,1994,2
"119255",60372,19,165,47,2010,2
"119256",60372,23,165,47,2014,2
"119273",60383,18,174,72,1992,3
"119278",60384,13,160,48,1994,2
"119281",60384,17,160,48,1998,2
"119490",60489,22,175,77,1998,3
"119491",60489,26,175,77,2002,3
"119492",60489,30,175,77,2006,4
"119495",60491,26,162,61,2006,2
"119556",60522,24,173,62,2006,2
"119557",60522,28,173,62,2010,4
"119559",60524,21,174,68,2014,3
"119632",60562,19,172,56,1980,2
"119634",60562,27,172,56,1988,2
"119635",60562,27,172,56,1988,2
"119733",60621,21,184,88.5,1994,1
"119734",60622,33,185,85,2010,1
"119750",60631,30,178,86,1988,1
"119751",60631,30,178,86,1988,1
"119762",60639,21,175.539605950945,73.953388285543,1948,3
"119784",60651,32,175.539605950945,73.953388285543,1964,4
"119798",60661,18,183,69,2002,3
"119801",60661,22,183,69,2006,3
"119806",60661,26,183,69,2010,3
"119808",60661,30,183,69,2014,4
"119857",60679,26,190,100,1980,1
"119858",60679,30,190,100,1984,1
"119861",60682,21,178,68,1992,3
"119862",60682,21,178,68,1992,3
"119863",60682,21,178,68,1992,3
"119866",60682,23,178,68,1994,3
"119910",60706,26,170,65,1992,2
"119913",60706,28,170,65,1994,2
"119962",60735,31,175.539605950945,73.953388285543,1952,4
"120020",60763,31,177,77,1960,4
"120046",60782,21,183,74,1980,3
"120047",60782,25,183,74,1984,3
"120050",60782,25,183,74,1984,3
"120058",60782,33,183,74,1992,4
"120061",60782,35,183,74,1994,4
"120064",60782,39,183,74,1998,4
"120069",60783,28,176,68.5,1984,4
"120070",60783,28,176,68.5,1984,4
"120071",60783,28,176,68.5,1984,4
"120072",60783,28,176,68.5,1984,4
"120076",60783,32,176,68.5,1988,4
"120080",60783,38,176,68.5,1994,4
"120081",60783,38,176,68.5,1994,4
"120141",60805,24,167,73.953388285543,1964,3
"120355",60914,21,168,61,1984,2
"120358",60916,23,175.539605950945,73.953388285543,1936,3
"120419",60945,25,172,68,1948,3
"120421",60945,33,172,68,1956,4
"120424",60946,29,182,65,2006,4
"120447",60960,24,157,55.5,1972,2
"120448",60960,28,157,55.5,1976,2
"120449",60960,28,157,55.5,1976,2
"120450",60960,28,157,55.5,1976,2
"120452",60960,32,157,55.5,1980,2
"120501",60982,28,182,79,2014,1
"120504",60985,22,172,61,1998,2
"120511",60990,24,189,94,1994,1
"120536",61001,23,180,88,1994,1
"120537",61001,27,180,88,1998,1
"120540",61001,27,180,88,1998,1
"120541",61001,31,180,88,2002,1
"120543",61001,31,180,88,2002,1
"120569",61012,22,175.539605950945,73.953388285543,1988,3
"120609",61035,22,183,79,1976,3
"120623",61042,22,175,76,1964,3
"120624",61042,26,175,76,1968,3
"120630",61045,28,182,70,2014,3
"120665",61063,22,173,71,2002,3
"120667",61063,26,173,71,2006,3
"120668",61063,26,173,71,2006,3
"120669",61063,26,173,71,2006,3
"120670",61063,26,173,71,2006,3
"120671",61063,26,173,71,2006,3
"120709",61073,30,184,77,1976,1
"120773",61106,35,172,59,2014,4
"120778",61109,37,169,69,2006,4
"120880",61149,24,188,86,1976,1
"120881",61149,24,188,86,1976,1
"120883",61149,28,188,86,1980,1
"120955",61180,35,178,67,2014,4
"121031",61217,23,176,70,1994,3
"121032",61217,23,176,70,1994,3
"121173",61264,23,181,73.953388285543,2014,3
"121174",61264,23,181,73.953388285543,2014,3
"121185",61272,17,165,47,1984,2
"121186",61272,21,165,47,1988,2
"121187",61272,25,165,47,1992,2
"121213",61282,21,175,72,1956,3
"121401",61373,29,190,102,2002,1
"121531",61447,26,179,86,1998,1
"121539",61451,27,178,70,1972,3
"121540",61451,27,178,70,1972,3
"121568",61464,24,172,70,2014,3
"121630",61501,20,180,79,2010,3
"121631",61501,24,180,79,2014,3
"121818",61583,33,167,66,2002,4
"121823",61586,22,178,73,1956,3
"121881",61619,28,175.539605950945,73.953388285543,1960,4
"121882",61619,32,175.539605950945,73.953388285543,1964,4
"122020",61692,18,168,56,2006,2
"122023",61692,26,168,56,2014,2
"122034",61698,27,172,74,1976,3
"122075",61716,20,175.539605950945,73.953388285543,1948,3
"122139",61747,20,178,75,1976,3
"122203",61778,24,186,67,2006,3
"122271",61809,21,181,80,1968,3
"122272",61809,25,181,80,1972,3
"122290",61815,27,182,71,1998,3
"122365",61845,23,165,61,2010,2
"122489",61918,21,180,63,2006,3
"122490",61918,21,180,63,2006,3
"122493",61918,25,180,63,2010,3
"122591",61967,29,190,76,1984,1
"122624",61986,23,171,70,1964,3
"122626",61986,27,171,70,1968,3
"122627",61986,27,171,70,1968,3
"122662",62001,29,185,98,2002,1
"122724",62031,28,184,73,1976,3
"122727",62031,28,184,73,1976,3
"122728",62032,22,189,92,2006,1
"122729",62032,26,189,92,2010,1
"122730",62033,19,179,81.5,1994,3
"122731",62033,23,179,81.5,1998,3
"122732",62033,31,179,81.5,2006,4
"122733",62033,35,179,81.5,2010,4
"122747",62043,17,175,59,2006,3
"122941",62146,26,162,60,1956,2
"122942",62146,26,162,60,1956,2
"122944",62146,26,162,60,1956,2
"122946",62146,34,162,60,1964,4
"122948",62147,25,162,56,1956,2
"122950",62147,33,162,56,1964,2
"122952",62147,33,162,56,1964,2
"122953",62147,37,162,56,1968,4
"122955",62147,37,162,56,1968,4
"122976",62159,33,171,64,1952,4
"123222",62263,26,167,73.953388285543,1964,3
"123321",62314,27,180,90,2014,1
"123439",62381,24,176,73.953388285543,1976,3
"123687",62493,27,162,53,1972,2
"123714",62502,22,175,63,1992,3
"123716",62502,24,175,63,1994,3
"123717",62502,24,175,63,1994,3
"123741",62516,24,175.539605950945,73.953388285543,1948,3
"123768",62524,25,168,75,1964,3
"123769",62524,29,168,75,1968,4
"123881",62577,29,182,92,2014,1
"123890",62584,30,185,89,1994,1
"123935",62609,24,164,73.953388285543,1984,2
"124053",62665,35,178,81,1976,4
"124171",62722,26,182,95,2006,1
"124201",62736,26,187,92,1984,1
"124253",62758,18,170,64,1994,2
"124272",62769,20,175.539605950945,73.953388285543,1932,3
"124293",62779,29,174,67,1952,4
"124500",62872,28,162,55,2010,2
"124543",62895,27,185,88,2014,1
"124566",62905,28,160,56,1976,2
"124576",62911,23,185,75,1956,3
"124592",62920,22,174,64,1988,3
"124701",62959,28,177,70,1972,4
"124782",62999,21,185,80,1960,3
"124783",62999,21,185,80,1960,3
"124804",63006,21,186,90,1994,1
"124811",63007,29,184,77,2014,1
"124812",63007,29,184,77,2014,1
"124838",63019,24,181,73,2006,3
"124917",63061,23,189,77,1992,1
"124919",63061,23,189,77,1992,1
"124920",63061,25,189,77,1994,1
"124921",63061,25,189,77,1994,1
"124922",63061,25,189,77,1994,1
"125002",63092,26,182,88,2006,1
"125006",63092,30,182,88,2010,1
"125007",63092,30,182,88,2010,1
"125011",63092,34,182,88,2014,1
"125017",63093,20,175,76,2002,3
"125018",63093,20,175,76,2002,3
"125019",63093,20,175,76,2002,3
"125020",63093,20,175,76,2002,3
"125021",63093,24,175,76,2006,3
"125023",63093,24,175,76,2006,3
"125075",63125,26,169,60,2014,2
