"","ID","Age","Height","Weight","Year","cluster"
"133665",67297,23,152,59,2010,2
"133709",67319,29,175.539605950945,73.953388285543,1936,4
"133786",67370,24,175.539605950945,73.953388285543,1936,3
"133936",67447,26,167,57,1992,2
"133940",67447,28,167,57,1994,2
"133941",67447,32,167,57,1998,4
"133942",67447,32,167,57,1998,4
"133943",67447,32,167,57,1998,4
"133944",67447,32,167,57,1998,4
"133945",67447,32,167,57,1998,4
"134027",67485,32,188,100,2010,1
"134042",67493,29,198,106,1998,1
"134122",67528,27,170,70,1998,3
"134123",67528,27,170,70,1998,3
"134125",67528,31,170,70,2002,4
"134287",67610,22,185,75,1980,3
"134300",67615,21,178,78,1992,3
"134312",67620,21,178,73,2006,3
"134313",67621,28,178,77,1980,3
"134373",67646,21,170,62,2006,2
"134375",67646,21,170,62,2006,2
"134465",67689,20,168,60,1968,2
"134501",67701,32,190,104,2002,1
"134543",67721,33,175.539605950945,73.953388285543,1948,4
"134849",67853,18,154,46,2010,2
"134896",67872,20,176,77,2006,3
"134993",67924,19,172,69,1998,3
"134997",67926,19,168,60,2006,2
"134998",67926,19,168,60,2006,2
"134999",67926,19,168,60,2006,2
"135001",67926,23,168,60,2010,2
"135003",67926,23,168,60,2010,2
"135014",67934,26,175,80,1956,3
"135147",68002,20,173,60,2010,2
"135148",68002,20,173,60,2010,2
"135149",68002,20,173,60,2010,2
"135227",68032,26,171,65,1992,2
"135228",68032,26,171,65,1992,2
"135233",68033,20,181,74,1998,3
"135352",68103,20,165,62,2010,2
"135354",68103,24,165,62,2014,2
"135421",68140,21,178,70,2010,3
"135422",68140,21,178,70,2010,3
"135426",68140,25,178,70,2014,3
"135594",68224,25,171,63,1992,2
"135635",68244,24,170,59,2014,2
"135657",68254,33,185,91,2002,1
"135803",68324,30,177,65,2014,4
"135805",68324,30,177,65,2014,4
"135862",68360,27,185,91,1976,1
"135863",68360,35,185,91,1984,1
"135864",68360,35,185,91,1984,1
"135865",68360,39,185,91,1988,1
"135961",68408,26,187,97,2014,1
"135962",68409,21,183,85,1994,3
"135965",68412,23,164,65,1998,2
"135975",68415,20,183,88.5,1994,1
"135976",68415,24,183,88.5,1998,1
"135978",68415,32,183,88.5,2006,1
"135979",68415,36,183,88.5,2010,1
"136000",68424,25,160,58,1998,2
"136023",68433,31,178,80,1988,4
"136028",68437,30,193,91,2014,1
"136037",68440,21,165,54,1964,2
"136039",68440,21,165,54,1964,2
"136210",68509,24,193,73.953388285543,1932,1
"136289",68545,24,175.539605950945,73.953388285543,1960,3
"136304",68551,24,189,88,2002,1
"136306",68551,32,189,88,2010,1
"136480",68638,36,192,102,2002,1
"136750",68762,23,175.539605950945,73.953388285543,1960,3
"136829",68791,30,163,51,2002,2
"136968",68857,25,186,85,2010,1
"136969",68857,29,186,85,2014,1
"137262",69006,25,170,70,2014,3
"137263",69006,25,170,70,2014,3
"137284",69012,28,175.539605950945,73.953388285543,1960,4
"137367",69058,29,167,62,2006,2
"137455",69096,32,181,90,1972,1
"137472",69109,22,180,74,1988,3
"138102",69393,22,174,76,1998,3
"138103",69393,22,174,76,1998,3
"138106",69393,26,174,76,2002,3
"138107",69393,26,174,76,2002,3
"138110",69393,30,174,76,2006,4
"138116",69397,27,160,55,2014,2
"138251",69458,23,160,52,2006,2
"138252",69458,27,160,52,2010,2
"138474",69549,23,175.539605950945,73.953388285543,1992,3
"138490",69559,18,173,65,2002,3
"138572",69605,30,175.539605950945,73.953388285543,1948,4
"138636",69644,23,181,86,1984,1
"138638",69644,31,181,86,1992,1
"138739",69694,22,167,57,1994,2
"138774",69714,35,188,88,2006,1
"138928",69796,21,180,86,2006,3
"138934",69796,29,180,86,2014,1
"138994",69822,28,179,66.5,1932,4
"139025",69841,28,168,65,2006,2
"139441",70033,27,190,87,2006,1
"139442",70033,27,190,87,2006,1
"139460",70041,24,181,83,1998,3
"139470",70047,35,163,64,2006,4
"139471",70047,39,163,64,2010,4
"139489",70052,23,165,62,1998,2
"139506",70061,24,187,86,1992,1
"139511",70064,28,179,76,2014,3
"139564",70084,25,165,73,2002,2
"139565",70084,29,165,73,2006,4
"139569",70087,20,174,71,1980,3
"139575",70091,27,185,84,1984,1
"139608",70101,20,175.539605950945,73.953388285543,1928,3
"139736",70156,23,159,50,1994,2
"139770",70171,22,175,72,1992,3
"139817",70198,31,180,80,1988,4
"139850",70214,23,175.539605950945,73.953388285543,1932,3
"139866",70224,27,169,68,2006,2
"139887",70239,18,193,107,1992,1
"139889",70239,28,193,107,2002,1
"139936",70267,22,186,80,2010,3
"139994",70288,22,173,64,2002,3
"139997",70289,18,179,60,2002,3
"140046",70312,24,184,85,2006,1
"140047",70312,28,184,85,2010,1
"140048",70312,32,184,85,2014,1
"140051",70313,23,177,75,2006,3
"140052",70313,27,177,75,2010,3
"140053",70313,31,177,75,2014,4
"140072",70326,24,165,52,1980,2
"140226",70400,15,147,36,1998,2
"140228",70401,15,158,73.953388285543,2014,2
"140335",70443,27,180,70,1984,3
"140797",70682,28,165,60,2010,2
"140838",70708,24,175,72,2010,3
"140859",70718,25,183,84,2006,1
"140907",70738,23,175.539605950945,73.953388285543,1932,3
"141062",70795,29,177,56,2006,4
"141064",70795,29,177,56,2006,4
"141288",70902,28,165,46,2002,2
"141294",70907,26,180,79,1980,3
"141365",70941,20,178,69,2006,3
"141372",70941,28,178,69,2014,4
"141391",70950,20,190,90,2010,1
"141392",70950,24,190,90,2014,1
"141393",70950,24,190,90,2014,1
"141416",70960,24,172,78,1992,3
"141421",70961,38,184,88,1992,4
"141500",70994,33,180,67,2010,4
"141553",71016,22,183,83,1992,3
"141554",71016,22,183,83,1992,3
"141568",71021,32,180,75,1980,4
"141590",71033,20,178,82,2014,3
"141595",71036,22,178,77,1956,3
"141607",71041,24,175.539605950945,73.953388285543,1932,3
"141608",71041,24,175.539605950945,73.953388285543,1932,3
"141695",71082,29,175.539605950945,73.953388285543,1948,4
"141696",71083,30,175.539605950945,73.953388285543,1948,4
"141740",71100,30,180,62,2010,4
"141760",71116,26,170,75,1960,3
"141761",71116,30,170,75,1964,4
"141784",71128,23,178,80,1988,3
"142023",71241,49,175.539605950945,73.953388285543,1924,4
"142042",71245,29,157,53.5,1952,2
"142043",71245,29,157,53.5,1952,2
"142071",71265,33,178,80,1994,4
"142089",71277,26,165,64,1998,2
"142090",71277,30,165,64,2002,2
"142658",71580,37,180,81,1998,4
"142848",71669,23,175.539605950945,73.953388285543,1924,3
"142849",71669,27,175.539605950945,73.953388285543,1928,3
"142851",71669,31,175.539605950945,73.953388285543,1932,4
"143028",71775,27,185,89,1994,1
"143386",71967,24,185,82,1992,1
"143544",72051,26,179,76,1994,3
"143545",72051,26,179,76,1994,3
"143547",72051,30,179,76,1998,4
"143550",72051,34,179,76,2002,4
"143551",72051,34,179,76,2002,4
"143555",72054,27,175,65,1972,3
"143573",72066,22,185,85,1980,1
"143617",72086,20,175.539605950945,73.953388285543,1960,3
"143618",72087,25,175.539605950945,73.953388285543,1960,3
"143651",72105,35,178,73.953388285543,1932,4
"143675",72115,27,184,98,1998,1
"143679",72115,35,184,98,2006,1
"143767",72167,29,178,75,1984,4
"143872",72220,21,185,92,1988,1
"143873",72220,31,185,92,1998,1
"143946",72249,34,169,66,2006,4
"143947",72249,38,169,66,2010,4
"143993",72270,24,175,66,1972,3
"144004",72272,22,181,68,1992,3
"144006",72272,24,181,68,1994,3
"144007",72272,24,181,68,1994,3
"144008",72272,28,181,68,1998,3
"144017",72276,20,172,86,2006,3
"144018",72277,30,175.539605950945,76,1948,4
"144019",72277,30,175.539605950945,76,1948,4
"144102",72321,24,184,73,1980,3
"144142",72346,23,185,87,2006,1
"144144",72346,31,185,87,2014,1
"144149",72349,29,178,80,1980,4
"144185",72362,29,175.539605950945,73.953388285543,1948,4
"144186",72362,29,175.539605950945,73.953388285543,1948,4
"144187",72362,33,175.539605950945,73.953388285543,1952,4
"144193",72365,29,180,79,1964,4
"144269",72407,30,190,93,2010,1
"144270",72407,34,190,93,2014,1
"144371",72445,21,167,49,1980,2
"144434",72481,23,185,86,1972,1
"144435",72481,27,185,86,1976,1
"144463",72496,20,176,73,1980,3
"144498",72520,24,174,65,2014,3
"144635",72590,31,183,84,1976,1
"144645",72599,28,185,92,2006,1
"144646",72599,32,185,92,2010,1
"144764",72649,18,158,49,1972,2
"144793",72663,23,175.539605950945,73.953388285543,1924,3
"144808",72671,24,188,73,2010,3
"145048",72796,28,175.539605950945,73.953388285543,1964,4
"145052",72798,19,187,89,2014,1
"145056",72799,24,169,58,1984,2
"145059",72799,28,169,58,1988,2
"145184",72870,27,160,52,2002,2
"145244",72896,30,182,98,1998,1
"145290",72923,21,178,80,1968,3
"145291",72923,25,178,80,1972,3
"145292",72923,29,178,80,1976,4
"145426",73001,38,188,95,2002,1
"145539",73040,26,182,86,1968,1
"145673",73102,23,163,63,2006,2
"145674",73102,27,163,63,2010,2
"145688",73112,24,178,84,1968,3
"145860",73197,27,177,77,1992,3
"145929",73230,46,175.539605950945,73.953388285543,1952,4
"146069",73295,29,182,77,2002,1
"146198",73357,32,174,65,2010,4
"146257",73394,17,175.539605950945,73.953388285543,1980,3
"146375",73454,19,160,53,1972,2
"146426",73481,19,159,52,1984,2
"146654",73609,22,175,77,1980,3
"146656",73609,26,175,77,1984,3
"146661",73610,26,176,77,1984,3
"146669",73613,23,175.539605950945,73.953388285543,1948,3
"146670",73613,23,175.539605950945,73.953388285543,1948,3
"146712",73639,25,192,87,1964,1
"146713",73639,25,192,87,1964,1
"146714",73639,29,192,87,1968,1
"146715",73639,29,192,87,1968,1
"146723",73643,25,180,90,1998,1
"146724",73643,25,180,90,1998,1
"146727",73643,33,180,90,2006,1
"146728",73643,33,180,90,2006,1
"146828",73699,24,176,83,1964,3
"146889",73729,27,183,78,1998,1
"146893",73729,31,183,78,2002,4
"146898",73732,28,184,72,1992,3
"146944",73742,30,176,65,2010,4
"147080",73815,21,178,77,1984,3
"147087",73818,21,170,77,1980,3
"147088",73818,25,170,77,1984,3
"147089",73818,29,170,77,1988,4
"147119",73836,28,188,86.5,1994,1
"147120",73837,25,181,70,1952,3
"147121",73837,25,181,70,1952,3
"147125",73840,31,170,86,2006,4
"147251",73911,22,181,78,2010,3
"147361",73958,23,193,105,1992,1
"147362",73958,33,193,105,2002,1
"147458",74006,25,175.539605950945,73.953388285543,1988,3
"147614",74063,30,196,103,2006,1
"147693",74107,18,186,82,1984,3
"147694",74107,18,186,82,1984,3
"147744",74134,37,175.539605950945,73.953388285543,1924,4
"147747",74136,26,175.539605950945,73.953388285543,1932,3
"147817",74175,25,168,62,2010,2
"147819",74175,29,168,62,2014,2
"147825",74179,30,193,100,2010,1
"147858",74201,25,178,71,2006,3
"147860",74201,33,178,71,2014,4
"147865",74202,23,165,62,2014,2
"147866",74203,22,175,77,1972,3
"147867",74203,26,175,77,1976,3
"147868",74203,30,175,77,1980,4
"147922",74228,26,184,77,2014,1
"147929",74234,30,182,78,1968,4
"147931",74234,34,182,78,1972,4
"148106",74318,21,168,64,2006,2
"148108",74318,25,168,64,2010,2
"148111",74318,25,168,64,2010,2
"148115",74318,29,168,64,2014,2
"148144",74334,20,190,92,1992,1
"148195",74362,32,175.539605950945,73.953388285543,1924,4
"148196",74363,21,175.539605950945,73.953388285543,1924,3
"148403",74460,27,185,72,2014,3
"148428",74471,21,181,80,1992,3
"148453",74479,22,152,49,1988,2
"148507",74509,19,189,83,1998,1
"148510",74509,23,189,83,2002,1
"148513",74509,27,189,83,2006,1
"148736",74600,36,175.539605950945,73.953388285543,1948,4
"148778",74618,26,189,73,1998,1
"148780",74618,30,189,73,2002,1
"148795",74629,22,170,65,1960,2
"148796",74629,26,170,65,1964,2
"148797",74629,26,170,65,1964,2
"148799",74629,26,170,65,1964,2
"148800",74629,30,170,65,1968,4
"148801",74629,30,170,65,1968,4
"148803",74629,30,170,65,1968,4
"148910",74694,26,175.539605950945,73.953388285543,1948,3
"149417",74945,27,178,71,2002,3
"149505",74987,34,171,70,2002,4
"149712",75084,28,187,80,2006,1
"149923",75181,25,185,86,2002,1
"150032",75239,30,188,95,2010,1
"150033",75239,34,188,95,2014,1
"150056",75248,30,158,50,1998,2
"150372",75433,20,172,75,2010,3
"150486",75499,25,176,85,1976,3
"150487",75499,29,176,85,1980,1
"150496",75506,26,175.539605950945,73.953388285543,1928,3
"150545",75540,24,173,77,1998,3
"150546",75540,28,173,77,2002,4
"150549",75541,26,178,95,1956,1
"150550",75541,30,178,95,1960,1
"150601",75572,21,173,74,1992,3
"150640",75588,35,185,93,2002,1
"150641",75588,43,185,93,2010,4
"150695",75616,24,175.539605950945,73.953388285543,1948,3
"150696",75616,28,175.539605950945,73.953388285543,1952,4
"150697",75616,28,175.539605950945,73.953388285543,1952,4
"150719",75628,35,167,71,2002,4
"150770",75654,15,166,68,2002,2
"150771",75654,19,166,68,2006,2
"150804",75667,22,173,84,1972,3
"150805",75667,26,173,84,1976,3
"151181",75872,29,158,48,2014,2
"151252",75913,25,182,76,1968,3
"151254",75913,25,182,76,1968,3
"151257",75913,33,182,76,1976,4
"151271",75919,28,172,62,1964,2
"151274",75919,32,172,62,1968,4
"151341",75959,25,169,69,2014,2
"151347",75962,25,168,72,2014,3
"151439",76010,22,173,75,2010,3
"151440",76010,26,173,75,2014,3
"151687",76124,18,168,58,1968,2
"151727",76142,23,176,69,1992,3
"151732",76142,29,176,69,1998,4
"151756",76154,25,175.539605950945,73.953388285543,1928,3
"151790",76174,25,180,80,1968,3
"152098",76345,24,170,67,1956,2
"152235",76420,24,175.539605950945,73.953388285543,1936,3
"152361",76467,19,174,63,1984,3
"152362",76467,23,174,63,1988,3
"152363",76467,23,174,63,1988,3
"152365",76467,23,174,63,1988,3
"152501",76528,24,175.539605950945,73.953388285543,1936,3
"152715",76632,19,174,70,1968,3
"152717",76633,27,192,100,2010,1
"152723",76635,34,190,90,2014,1
"152744",76645,18,165,57,2014,2
"152845",76706,20,175.539605950945,73.953388285543,1924,3
"152865",76714,22,183,70,1972,3
"152875",76719,28,165,70,2010,2
"153336",76957,22,185,86,1956,1
"153337",76957,26,185,86,1960,1
"153371",76974,22,180,97,1994,1
"153375",76974,26,180,97,1998,1
"153376",76975,26,183,91,1994,1
"153394",76982,21,175.539605950945,73.953388285543,1988,3
"153411",76991,23,179,87,2014,3
"153433",77002,19,178,68,2002,3
"153460",77015,29,170,70,1998,4
"153463",77015,33,170,70,2002,4
"153501",77040,25,176,72,1964,3
"153502",77040,29,176,72,1968,4
"153503",77041,25,172,72,1964,3
"153580",77079,26,172,68,2010,3
"153581",77079,26,172,68,2010,3
"153584",77079,30,172,68,2014,4
"153586",77079,30,172,68,2014,4
"153758",77162,24,170,55,2002,2
"153759",77162,24,170,55,2002,2
"153764",77162,32,170,55,2010,4
"153765",77162,32,170,55,2010,4
"153903",77264,29,178,82,1924,1
"153925",77272,29,175,72,1988,4
"153969",77298,24,185,89,1960,1
"153984",77306,25,175.539605950945,73.953388285543,1924,3
"154013",77326,22,178,82,1980,3
"154118",77378,23,175,77,1998,3
"154207",77432,32,170,95,1998,4
"154219",77440,22,175.539605950945,73.953388285543,1952,3
"154239",77445,23,178,80,1964,3
"154240",77445,27,178,80,1968,3
"154378",77502,22,183,86,1972,1
"154388",77506,28,175.539605950945,73.953388285543,1936,4
"154394",77510,33,162,61,2014,4
"154490",77559,23,183,86,1972,1
"154660",77645,28,173,61,1994,4
"154668",77649,26,178,66,2010,3
"154782",77699,25,190,86,1956,1
"154937",77751,33,185,95,1956,1
"154945",77756,21,175.539605950945,73.953388285543,1960,3
"154978",77776,22,173,59,2010,2
"155141",77881,20,180,72,2014,3
"155148",77886,21,175.539605950945,73.953388285543,1924,3
"155315",77972,23,190,96,1960,1
"155336",77984,19,173,59,1952,2
"155337",77984,19,173,59,1952,2
"155588",78109,29,158,56,2006,2
"155589",78109,29,158,56,2006,2
"155594",78111,23,173,66,1988,3
"155595",78111,23,173,66,1988,3
"155596",78111,23,173,66,1988,3
"155598",78111,27,173,66,1992,3
"155746",78187,32,175,73.953388285543,1932,4
"155823",78231,25,181,97,1988,1
"155824",78231,31,181,97,1994,1
"155928",78295,25,176,70,1972,3
"155954",78307,24,165,62,1998,2
"155955",78307,24,165,62,1998,2
"155959",78307,32,165,62,2006,4
"156058",78362,32,161,73.953388285543,1964,4
"156059",78362,32,161,73.953388285543,1964,4
"156079",78376,30,172,74,1964,4
"156089",78383,25,189,95,2014,1
"156282",78490,22,183,84,1972,3
"156309",78498,23,174,64,1998,3
"156332",78510,20,167,55,1992,2
"156685",78707,25,175.539605950945,73.953388285543,1928,3
"156862",78791,26,180,73,1976,3
"157002",78864,23,170,70,1956,3
"157003",78864,27,170,70,1960,3
"157145",78920,28,160,57,1992,2
"157291",78979,28,166,68,2010,2
"157312",78993,25,165,66,1998,2
"157313",78993,29,165,66,2002,2
"157406",79034,31,188,98,2010,1
"157428",79041,33,180,78,2010,4
"157433",79041,37,180,78,2014,4
"157466",79063,28,176,75,1968,4
"157468",79063,32,176,75,1972,4
"157650",79136,24,176,71,1976,3
"157684",79158,24,183,74,2006,3
"157721",79176,24,180,78,1988,3
"157722",79176,24,180,78,1988,3
"157723",79176,28,180,78,1992,3
"157749",79189,27,175.539605950945,73.953388285543,1948,3
"157861",79243,27,175.539605950945,73.953388285543,1952,3
"157862",79244,25,170,82,2010,3
"157863",79244,29,170,82,2014,4
"157872",79249,21,163,59,1968,2
"158333",79492,26,184,86,2014,1
"158376",79514,26,197,100,1976,1
"158377",79514,30,197,100,1980,1
"158379",79514,30,197,100,1980,1
"158380",79514,30,197,100,1980,1
"158384",79514,34,197,100,1984,1
"158385",79515,29,183,86,2010,1
"158391",79518,22,176,72,1972,3
"158568",79599,25,171,56,1992,2
"158637",79635,27,175,79,1972,3
"158638",79635,31,175,79,1976,4
"158639",79635,35,175,79,1980,4
"158652",79644,25,175.539605950945,73.953388285543,1956,3
"158706",79680,25,175,67,2010,3
"158707",79680,29,175,67,2014,4
"158711",79682,26,170,62,1988,2
"158717",79685,23,180,82.5,1988,3
"158905",79779,29,187,86,1964,1
"159117",79865,30,190,91,2002,1
"159134",79875,24,188,91,2002,1
"159136",79875,24,188,91,2002,1
"159142",79875,32,188,91,2010,1
"159143",79875,32,188,91,2010,1
"159146",79875,32,188,91,2010,1
"159148",79875,36,188,91,2014,1
"159165",79885,26,175.539605950945,73.953388285543,1952,3
"159251",79935,29,188,76,2010,1
"159302",79962,27,175.539605950945,73.953388285543,1976,3
"159506",80050,23,175.539605950945,73.953388285543,1936,3
"159688",80144,21,183,73.953388285543,1976,3
"159689",80144,25,183,73.953388285543,1980,3
"159729",80156,30,180,90,1998,1
"159846",80199,27,175.539605950945,73.953388285543,1932,3
"159867",80213,18,161,60,1968,2
"159992",80285,25,190,106,1998,1
"159993",80285,29,190,106,2002,1
"159994",80286,26,188,87,1992,1
"159995",80286,32,188,87,1998,1
"160077",80328,24,173,66,1992,3
"160078",80328,24,173,66,1992,3
"160079",80328,24,173,66,1992,3
"160082",80328,26,173,66,1994,3
"160085",80330,26,190,90,1968,1
"160086",80330,30,190,90,1972,1
"160103",80341,21,159,50,1992,2
"160104",80341,23,159,50,1994,2
"160171",80367,29,186,80,2014,1
"160224",80395,28,183,86,1998,1
"160477",80515,25,159,55,1976,2
"160478",80515,25,159,55,1976,2
"160479",80515,25,159,55,1976,2
"160482",80516,33,158,51,1998,2
"160547",80551,23,178,72,1992,3
"160765",80669,31,175.539605950945,73.953388285543,1956,4
"160789",80682,22,180,73,1998,3
"160790",80682,26,180,73,2002,3
"160844",80715,22,175.539605950945,73.953388285543,1992,3
"160849",80720,20,177,80,2010,3
"160850",80720,20,177,80,2010,3
"160860",80725,22,189,74,2006,3
"160861",80725,22,189,74,2006,3
"160866",80725,30,189,74,2014,1
"160867",80725,30,189,74,2014,1
"160931",80757,26,187,84,1956,1
"160983",80781,31,190,93,2002,1
"161005",80794,31,193,99,2006,1
"161026",80806,31,175.539605950945,73.953388285543,1948,4
"161037",80813,19,175.539605950945,73.953388285543,1964,3
"161043",80815,23,178,89,1994,3
"161044",80815,23,178,89,1994,3
"161065",80825,26,175.539605950945,73.953388285543,1924,3
"161074",80827,26,167,58,1994,2
"161076",80827,30,167,58,1998,2
"161078",80827,30,167,58,1998,2
"161079",80827,34,167,58,2002,4
"161082",80827,34,167,58,2002,4
"161146",80861,18,180,86,1988,3
"161156",80866,24,174,69,1988,3
"161394",81017,22,168,75,2010,3
"161395",81017,26,168,75,2014,3
"161396",81017,26,168,75,2014,3
"161421",81030,27,170,73.953388285543,1968,3
"161422",81031,20,173,73.953388285543,1976,3
"161423",81031,24,173,73.953388285543,1980,3
"161594",81121,23,181,80,1980,3
"161595",81121,31,181,80,1988,4
"161680",81171,27,175.539605950945,73.953388285543,1948,3
"161682",81171,27,175.539605950945,73.953388285543,1948,3
"161713",81187,28,188,90,2010,1
"161871",81266,24,175.539605950945,73.953388285543,1956,3
"161872",81266,24,175.539605950945,73.953388285543,1956,3
"162170",81423,23,155,77,1932,2
"162317",81496,24,180,77,1968,3
"162425",81547,30,175,75,2010,4
"162440",81556,28,172,73,1956,4
"162441",81556,28,172,73,1956,4
"162442",81556,36,172,73,1964,4
"162443",81556,36,172,73,1964,4
"162444",81556,40,172,73,1968,4
"162445",81556,40,172,73,1968,4
"162463",81568,28,164,73,2002,2
"162560",81625,27,175.539605950945,73.953388285543,1936,3
"162593",81643,35,175.539605950945,73.953388285543,1936,4
"162633",81662,21,175.539605950945,73.953388285543,1932,3
"162637",81665,30,173,77,2010,4
"162675",81689,21,149,45,2014,2
"163021",81845,24,182,90,1998,1
"163027",81846,29,181,72,2014,4
"163028",81846,29,181,72,2014,4
"163029",81846,29,181,72,2014,4
"163208",81935,28,177,81,1992,3
"163470",82059,19,184,67,2006,3
"163471",82059,19,184,67,2006,3
"163474",82059,23,184,67,2010,3
"163477",82059,27,184,67,2014,3
"163566",82111,23,176,72,2010,3
"163771",82196,23,163,61,1998,2
"163788",82206,20,175.539605950945,73.953388285543,1928,3
"163804",82215,20,185,82,1998,3
"163876",82243,29,171,67,2014,4
"163906",82258,31,188,84,2010,1
"163907",82259,26.0636875439831,175.539605950945,73.953388285543,1924,3
"163953",82287,20,183,81,2006,3
"163957",82287,24,183,81,2010,3
"163958",82287,28,183,81,2014,1
"163959",82287,28,183,81,2014,1
"163982",82303,31,180,96,2010,1
"163986",82306,23,193,95,1980,1
"163993",82309,17,175.539605950945,73.953388285543,1948,3
"164009",82317,41,175.539605950945,73.953388285543,1924,4
"164049",82337,24,178,87,1984,3
"164050",82338,26.0636875439831,175.539605950945,73.953388285543,1924,3
"164077",82357,34,172,66,2002,4
"164126",82381,29,177,78,2014,4
"164136",82388,22,180,82,1998,3
"164156",82397,21,181,67,1994,3
"164171",82405,26,175,72,2006,3
"164181",82412,18,170,59,1972,2
"164182",82412,18,170,59,1972,2
"164184",82412,26,170,59,1980,2
"164386",82526,21,178,75,1968,3
"164506",82600,19,167,68,1998,2
"164507",82600,23,167,68,2002,2
"164641",82684,35,175.539605950945,73.953388285543,1948,4
"164659",82691,25,165,64,1998,2
"164737",82726,31,178,72,2010,4
"164738",82726,35,178,72,2014,4
"164802",82761,27,168,57,1968,2
"164803",82761,27,168,57,1968,2
"164806",82761,31,168,57,1972,2
"164965",82848,38,175.539605950945,73.953388285543,1924,4
"165031",82869,21,180,77,1976,3
"165033",82870,21,175.539605950945,73.953388285543,1928,3
"165147",82932,23,173,66,2014,3
"165196",82954,24,158,53,1972,2
"165248",82987,26,175.539605950945,73.953388285543,1924,3
"165257",82993,27,184,82,2014,1
"165258",82993,27,184,82,2014,1
"165260",82994,27,185,80,2014,1
"165302",83009,24,175.539605950945,73.953388285543,1952,3
"165342",83036,15,162,50,2014,2
"165345",83038,22,168,70,1972,2
"165363",83054,32,180,72,1998,4
"165426",83091,22,175,75,1988,3
"165429",83091,32,175,75,1998,4
"165511",83136,26,184,84,1984,1
"165512",83136,30,184,84,1988,1
"165544",83153,26,187,76,1988,1
"165969",83350,23,173,86,1924,3
"166107",83428,28,174,62,2010,4
"166150",83447,25,180,77,1972,3
"166152",83447,29,180,77,1976,4
"166153",83447,29,180,77,1976,4
"166203",83467,35,177,76,2014,4
"166304",83519,27,175.539605950945,73.953388285543,1932,3
"166406",83577,26,175.539605950945,73.953388285543,1936,3
"166445",83600,46,175.539605950945,73.953388285543,1924,4
"166472",83615,28,175.539605950945,73.953388285543,1994,4
"166586",83678,22,183,86,1980,1
"166587",83678,22,183,86,1980,1
"166588",83678,26,183,86,1984,1
"166589",83678,26,183,86,1984,1
"166590",83678,30,183,86,1988,1
"166591",83678,30,183,86,1988,1
"166592",83678,34,183,86,1992,1
"166609",83688,30,176,72,1998,4
"166687",83728,22,166,53,1964,2
"166688",83728,22,166,53,1964,2
"166692",83728,26,166,53,1968,2
"166693",83728,26,166,53,1968,2
"166695",83730,20,175,75,1998,3
"166708",83736,25,175.539605950945,73.953388285543,1936,3
"166931",83872,27,189,93,2010,1
"167000",83902,24,183,74,1994,3
"167001",83902,24,183,74,1994,3
"167003",83902,24,183,74,1994,3
"167004",83902,28,183,74,1998,3
"167005",83902,28,183,74,1998,3
"167007",83902,28,183,74,1998,3
"167011",83905,22,175,76,1988,3
"167012",83905,28,175,76,1994,4
"167013",83905,32,175,76,1998,4
"167014",83906,29,176,82,1988,4
"167044",83927,28,177,76,1972,3
"167052",83928,26,168,58,1980,2
"167077",83939,24,170,70,1980,3
"167078",83939,28,170,70,1984,4
"167169",83982,27,168,56,2014,2
"167203",83997,38,176,80,1968,4
"167270",84028,17,165,64,1972,2
"167271",84028,17,165,64,1972,2
"167275",84028,25,165,64,1980,2
"167293",84038,25,172,73,1964,3
"167294",84038,29,172,73,1968,4
"167393",84096,27,172,70,2010,3
"167446",84125,23,170,59,1988,2
"167462",84132,26,175.539605950945,73.953388285543,1928,3
"167542",84179,24,168,63,1952,2
"167543",84179,28,168,63,1956,2
"167548",84181,23,158,48,1952,2
"167549",84181,27,158,48,1956,2
"167655",84230,27,184,95,1964,1
"168354",84599,21,175.539605950945,73.953388285543,1936,3
"168366",84605,25,193,93,2010,1
"168367",84605,29,193,93,2014,1
"168371",84608,27,170,91,1964,3
"168397",84626,20,170,73,1980,3
"168399",84626,34,170,73,1994,4
"168400",84627,28,186,86,1972,1
"168718",84796,30,170,52,2006,2
"168999",84952,26,177,92,1968,1
"169147",85028,23,186,91,1968,1
"169148",85028,27,186,91,1972,1
"169154",85034,22,192,93,1994,1
"169204",85057,29,164,72,2002,4
"169234",85076,24,189,98,2014,1
"169308",85110,35,183,95,1976,1
"169309",85110,35,183,95,1976,1
"169310",85110,39,183,95,1980,1
"169311",85110,39,183,95,1980,1
"169440",85188,20,168,64,1976,2
"169450",85190,43,163,59,2002,4
"169477",85205,28,180,77,2014,3
"169500",85217,22,175.539605950945,73.953388285543,1932,3
"169513",85228,34,183,91,1998,1
"169606",85274,25,167,65,1992,2
"169609",85274,27,167,65,1994,2
"169610",85274,27,167,65,1994,2
"169732",85316,21,175,70,1972,3
"169747",85328,27,179,85,2002,1
"169748",85328,35,179,85,2010,4
"169801",85350,20,171,68,2006,3
"169803",85350,24,171,68,2010,3
"170094",85479,24,175,67,1998,3
"170096",85479,24,175,67,1998,3
"170099",85479,28,175,67,2002,4
"170100",85479,28,175,67,2002,4
"170103",85479,32,175,67,2006,4
"170104",85479,32,175,67,2006,4
"170112",85481,31,180,60,2010,4
"170124",85488,22,172,64,1992,3
"170126",85488,28,172,64,1998,4
"170128",85489,20,174,61,1992,3
"170132",85492,23,166,58,2010,2
"170133",85492,23,166,58,2010,2
"170134",85492,23,166,58,2010,2
