"","SLNO","Gender","AGE","CASTE","RELIGN","MTONGUE","OCCU","INCOME","Area","WRITE","READ","MATH","TOTAL","Gender_F","Gender_T","OCCU_C","OCCU_A","OCCU_B","OCCU_U","OCCU_H","OCCU_T","RELIGN_H","RELIGN_M","RELIGN_C","CASTE_OT","CASTE_ST","CASTE_SC","MTONGUE_T","MTONGUE_U","MTONGUE_K","MTONGUE_D","MTONGUE_H","acheivers"
"1",1838,"F",25,"OT","H","T","C",5000,0,10,19,8,37,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"2",1539,"F",35,"ST","H","T","C",0,0,18.5,30.5,16,64,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"3",3297,"F",18,"OT","H","T","C",7500,0,17,23,15,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"4",337,"F",35,"OT","H","T","C",7000,0,21,34,20,75,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"5",2796,"F",32,"OT","H","T","C",3500,0,14,35,22,71,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"6",2886,"T",40,"OT","H","T","C",7000,3,13,26,21,60,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"7",4846,"T",30,"OT","H","U","C",3000,0,10,29,16,55,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"8",2209,"F",25,"OT","H","T","A",11000,0,11,18,11,40,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"9",3259,"T",25,"SC","H","T","C",4500,0,18,25,18,61,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"10",1015,"F",20,"OT","H","T","C",3000,0,12,16,9,37,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"11",3725,"T",21,"OT","H","T","A",1500,0.5,17,29,20,66,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"12",5257,"F",16,"OT","H","K","A",3000,1,13,24,4,41,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"13",1671,"T",29,"SC","H","T","C",0,0,15,35,18,68,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"14",2374,"F",24,"SC","H","T","C",6000,0,20,25,15,60,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"15",4542,"F",28,"OT","H","T","A",3000,0,25,31,27,83,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"16",3985,"F",21,"OT","H","T","A",5000,0,13,22,27,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"17",1219,"T",25,"OT","H","T","C",1000,0,21,39,26,86,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"18",2129,"F",26,"OT","H","T","C",4000,0,17,35,25,77,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"19",2140,"F",20,"OT","H","T","A",7000,0,10,17,9,36,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"20",4108,"F",38,"OT","H","T","C",1000,0,7,12,12,31,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"21",3189,"F",29,"OT","H","T","A",12000,5,18,33,24,75,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"22",4229,"F",24,"SC","H","T","C",7500,0,13,18,20,51,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"23",3203,"T",19,"OT","H","T","A",12000,5,14,33,24,71,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"24",4455,"F",34,"OT","H","T","C",4000,0,20,38,27,85,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"25",2498,"F",19,"OT","H","T","A",5000,0,7,15,12,34,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"26",1020,"F",36,"OT","H","T","C",6500,0,7,13,4,24,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"27",4579,"F",18,"OT","H","T","A",3200,0,17,24,22,63,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"28",5242,"T",30,"OT","H","T","A",12000,0,13,31,23,67,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"29",3263,"F",39,"OT","H","T","C",4500,0,14,13,21,48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"30",1650,"T",35,"SC","H","T","C",0,0,10,24,12,46,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"31",2901,"F",12,"OT","M","D","B",7000,6,12,3,23,38,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"32",5515,"F",21,"SC","H","T","C",2000,0,19,18,11,48,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"33",2071,"F",37,"OT","H","T","C",12000,0,13,27,10,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"34",5665,"T",42,"SC","H","K","A",5000,0,7,34,30,71,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"35",4128,"F",32,"OT","H","T","C",8000,0,14,20,12,46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"36",5279,"F",25,"OT","H","T","C",3500,0,15,29,14,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"37",1071,"F",44,"OT","H","T","C",5000,0,14,20,15,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"38",3735,"T",27,"OT","H","T","C",1500,0,16,16,16,48,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"39",5871,"F",30,"OT","H","T","C",4000,0,20,25,24,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"40",773,"F",30,"OT","H","T","C",5000,0,22,34,10,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"41",1961,"F",23,"SC","H","T","C",12000,0,6,10,6,22,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"42",5130,"T",35,"OT","H","U","A",5000,0,19,25,16,60,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"43",4610,"F",18,"OT","H","T","C",7700,2,16,34,23,73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"44",4904,"F",16,"SC","H","T","C",5300,0,11,23,14,48,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"45",3576,"F",30,"OT","H","T","C",5000,0,11,14,21,46,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"46",2911,"F",18,"OT","M","D","U",3500,0,6,18,18,42,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
"47",4623,"T",26,"SC","H","T","C",4500,0,15,37,21,73,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"48",5238,"T",18,"SC","H","T","A",12000,0,15,29,18,62,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"49",1231,"F",28,"SC","H","T","C",9400,0,10,35,19,64,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"50",1819,"T",32,"OT","H","T","C",5000,0,13,24,11,48,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"51",1957,"F",22,"SC","H","T","C",10000,0,15,6,2,23,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"52",1176,"F",35,"ST","H","T","C",4000,0,18,32,19,69,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"53",1395,"F",35,"ST","H","T","C",6000,0,14,21,18,53,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
"54",1627,"T",45,"SC","H","T","C",3000,0,8,32,7,47,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"55",3499,"T",30,"SC","H","T","C",10000,0,24,27,22,73,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"56",1499,"F",29,"SC","H","T","C",5000,0,5.5,34.5,10,50,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"57",731,"F",27,"OT","H","T","C",4000,0,14,35,20,69,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"58",1360,"T",27,"SC","H","T","C",6000,0,16,32,19,67,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"59",3533,"F",42,"OT","H","T","C",5300,0,10,27,23,60,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"60",1250,"F",19,"SC","H","T","C",4000,0,16,39,24,79,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"61",2741,"T",22,"OT","H","T","A",5000,0,14,29,19,62,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"62",3824,"T",15,"OT","H","U","C",5000,0,20,34,13,67,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"63",5676,"T",15,"SC","H","K","A",5300,0,16,28,19,63,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"64",3996,"F",27,"OT","H","T","C",7000,1,14,31,20,65,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"65",2630,"F",32,"OT","H","T","A",7000,0,11,12,7,30,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"66",2113,"F",34,"SC","H","T","C",12000,0,10,3,0,21,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"67",2691,"T",27,"OT","H","T","A",5000,0,12,19,22,53,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"68",5906,"F",16,"OT","H","K","C",6500,0,0,0,0,21,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"69",1447,"F",29,"OT","H","T","C",3000,0,16,38,12,66,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"70",4098,"T",30,"OT","H","T","C",7000,0,13,21,20,54,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"71",2433,"T",27,"SC","H","T","C",5000,0,12,34,24,70,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"72",1934,"F",18,"OT","H","T","A",6000,1,14,34,12,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"73",3377,"F",27,"OT","H","T","C",3950,0,16,8,5,29,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"74",5703,"T",20,"OT","H","T","C",3500,0,23,17,16,56,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"75",3902,"T",28,"OT","H","T","A",7500,3,15,23,5,43,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"76",3683,"T",16,"SC","H","K","C",3700,0,18,33,17,68,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"77",5050,"F",28,"OT","H","U","A",4800,5,10,18,14,42,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"78",4566,"F",47,"OT","H","T","A",3600,1,17,24,8,49,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"79",4915,"F",50,"SC","H","U","C",5000,0,10,28,12,50,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"80",540,"F",21,"SC","H","T","C",4500,0,12,34,11,57,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"81",2707,"F",25,"OT","H","T","A",5000,2,15,18,25,58,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"82",3530,"F",30,"OT","H","T","C",7000,1,7,25,16,48,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"83",5416,"T",18,"SC","H","U","C",2000,0,9,22,17,48,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"84",5786,"T",19,"OT","H","K","C",4500,0,20,25,21,66,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
"85",223,"F",23,"OT","H","T","A",5000,0.5,14,26,26,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"86",3402,"T",21,"OT","H","T","C",9000,0,17,32,24,73,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"87",4315,"F",35,"SC","H","T","C",9000,0,14,30,16,60,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"88",1464,"F",30,"OT","H","T","H",3500,0,13,17.5,25.5,56,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"89",1769,"F",30,"OT","H","T","C",8000,0,17,21,9,47,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"90",4314,"F",29,"SC","H","T","C",5750,0,14,28,18,60,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"91",5333,"T",22,"OT","H","U","A",2000,0,8,31,28,67,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"92",1234,"F",22,"OT","H","T","C",4000,0,18,33,21,72,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"93",2106,"T",30,"OT","H","T","C",5000,0,13,32,13,58,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"94",2635,"T",24,"OT","H","T","C",7000,0,13,24,9,46,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"95",5327,"F",20,"SC","H","K","A",12000,1,22,26,21,69,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"96",2288,"F",27,"SC","H","T","C",6500,0,14,22,19,55,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"97",3040,"T",27,"OT","H","T","C",3500,0,15,22,22,59,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"98",736,"F",29,"SC","H","T","C",3000,0,16,32,16,64,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"99",178,"F",33,"OT","H","T","C",7200,0,9,3,2,21,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"100",1922,"T",18,"OT","H","T","A",2000,1,20,34,5,59,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"101",2286,"F",24,"SC","H","T","C",7500,0,12.5,13.5,7,33,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"102",241,"T",17,"OT","H","T","C",5000,0,25,25,19,69,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"103",2121,"T",32,"OT","H","T","C",12000,0,14,31,7,52,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"104",3350,"F",18,"OT","H","U","B",12000,0,13,22,21,56,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"105",4017,"F",18,"OT","H","U","A",8000,1,17,20,9,46,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"106",5695,"F",29,"ST","H","K","A",4800,0,11,33,30,74,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"107",4116,"F",29,"OT","H","T","C",5000,0,9,10,19,38,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"108",68,"F",17,"SC","H","T","A",5500,1,20.5,19.5,10,50,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"109",3139,"F",43,"OT","H","T","C",4500,0,9,25,26,60,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"110",4903,"F",29,"SC","H","K","C",5000,0,11,26,0,37,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"111",4728,"F",19,"OT","H","T","A",4000,0,14,29,19,62,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"112",475,"T",28,"OT","H","T","C",3500,0,3,6,5.5,21,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"113",1400,"T",17,"SC","H","T","C",1800,0,15,39,23,77,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"114",5657,"T",20,"OT","H","T","A",3000,0,10,22,18,50,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"115",221,"F",23,"SC","H","T","C",12000,0,15,26,23,64,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"116",5365,"T",20,"OT","H","U","C",3000,0,13,26,14,53,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"117",4251,"F",27,"OT","H","T","C",5000,0,8,29,22,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"118",1175,"F",21,"SC","H","T","C",2250,0,13,33,16,62,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"119",4917,"T",31,"SC","H","K","C",5000,0,9,23,20,52,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"120",2321,"F",26,"OT","H","T","C",4000,0,21,35,19,75,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"121",2297,"F",26,"SC","H","T","C",6000,0,14,13,6,33,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"122",2764,"F",29,"OT","H","T","C",9800,0,18,28,27,73,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"123",3413,"F",29,"OT","H","T","C",3800,0,2,0,0,21,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"124",2061,"F",30,"OT","H","T","C",4000,0,15,34,14,63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"125",167,"F",19,"OT","H","T","C",2500,0,23,8,14,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"126",5816,"F",30,"OT","H","T","A",12000,2.5,20,29,28,77,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"127",5596,"F",24,"SC","H","U","C",2000,0,15,24,6,45,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"128",3223,"T",18,"OT","H","T","A",6000,1,19,33,20,72,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"129",596,"F",27,"OT","H","T","C",5000,0,13,22,10,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"130",1390,"T",13,"SC","H","T","C",2500,0,12,35,14.5,62,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"131",5023,"T",30,"SC","H","U","C",6000,0,15,26,30,71,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1
"132",4310,"F",32,"SC","H","T","C",4000,0,10,32,24,66,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"133",3385,"T",30,"OT","H","T","C",10000,0,21,34,25,80,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"134",95,"F",36,"OT","H","T","A",5600,3,16,28,15,60,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"135",2755,"F",19,"OT","H","T","C",9000,0,20,31,27,78,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"136",248,"T",18,"OT","H","T","C",5000,0,15,35,20,70,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"137",2702,"F",25,"OT","H","T","A",4000,2,15,4,10,29,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"138",3674,"T",15,"OT","H","U","A",8000,1,21,40,17,78,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1
"139",3926,"F",25,"OT","H","H","A",7000,0,20,27,23,70,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
"140",508,"F",21,"OT","H","T","C",4200,0,17,24,13,54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"141",837,"F",29,"SC","H","T","C",4800,2,14,10,11,35,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"142",5294,"T",42,"SC","H","K","A",3000,0,12,29,26,67,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"143",714,"F",28,"OT","H","T","C",3000,0,11,27,16,54,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"144",4246,"T",34,"SC","H","T","C",8500,0,7,14,13,34,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"145",5535,"F",21,"SC","H","K","C",3000,0,14,39,28,81,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
"146",253,"F",16,"OT","H","T","C",7000,0,16,34,22,72,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"147",115,"F",27,"SC","H","T","C",5000,0,21,18,7,46,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"148",1159,"F",30,"OT","H","T","C",3200,0,21,31,22,74,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"149",2940,"F",19,"OT","H","T","A",6000,2,21,28,16,65,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"150",5391,"T",23,"OT","H","T","C",3000,0,21.5,22,16.5,60,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"151",806,"F",25,"SC","H","T","C",5000,0,15,40,18,73,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"152",985,"F",23,"OT","H","T","C",6000,0,4,18,15,37,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"153",3529,"F",30,"SC","H","T","C",12000,0,13,15,15,43,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"154",4745,"F",25,"OT","H","T","C",5000,0,13,34,16,63,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"155",5927,"T",19,"OT","H","T","A",10000,3.5,14,34,19,67,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"156",4582,"F",18,"OT","H","T","A",6300,0,15,21,14,50,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"157",111,"T",30,"SC","H","T","C",5000,0,11,13,2,26,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"158",4057,"F",25,"OT","H","T","C",5500,0,15,35,25,75,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"159",4736,"T",20,"OT","H","T","C",5000,0,9,23,18,50,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"160",2789,"F",26,"OT","H","T","C",3500,0,7,4,14,25,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"161",938,"F",29,"SC","H","T","C",4100,0,20,20,19,59,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"162",519,"F",32,"OT","H","T","C",4500,0,12,27,19,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"163",945,"F",28,"SC","H","T","C",4300,0,13,17,11,41,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"164",156,"T",23,"SC","H","T","A",4800,0,27,31,26,84,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1
"165",4118,"F",13,"OT","H","T","C",7000,0,10,25,24,59,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"166",4416,"F",32,"SC","H","T","C",5500,0,13,1,3,21,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"167",4975,"F",12,"SC","H","U","C",9600,0,6,24,16,46,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
"168",2537,"T",37,"OT","H","T","A",5500,1,13,14,11,38,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"169",2419,"T",36,"OT","H","T","C",8500,0,8,36,25,69,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"170",3396,"T",29,"OT","H","T","C",7500,0,20,34,24,78,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"171",4598,"F",31,"OT","H","T","C",7400,3,16,30,22,68,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"172",1891,"F",20,"OT","H","T","C",4500,0,17,24,14,55,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"173",5551,"F",33,"OT","H","K","A",4000,0,17,40,30,87,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
"174",3783,"F",16,"OT","H","T","C",3500,0,14,27,23,64,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"175",2657,"F",30,"SC","H","T","A",6000,0,10,20,13,43,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"176",3510,"T",32,"SC","H","T","C",1000,0,14,30,21,65,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"177",1672,"F",37,"SC","H","T","C",0,0,10,33,16,59,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"178",4156,"F",23,"OT","H","T","C",7500,0,12,19,14,45,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"179",5345,"F",29,"SC","H","K","C",3200,0,11,34,18,63,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"180",3906,"T",18,"OT","H","T","A",7500,0,25,34,22,81,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"181",1076,"F",34,"OT","H","T","C",6000,0,11,22,16,49,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"182",2014,"T",28,"SC","H","T","C",4000,0,9,18,12,39,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"183",715,"F",27,"SC","H","T","C",3000,0,16,29,25,70,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"184",626,"F",16,"OT","H","T","C",5000,0,18,27,13,58,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"185",1723,"T",25,"SC","H","T","C",2800,0,10,33,22,65,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"186",5964,"T",19,"SC","H","K","C",4200,0,27,27,23,77,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
